Ticker,Price,Market Cap,Date
HMQ,0.2429,39557802.37,01/03/2018
COS,0.6061,39317305.37,01/03/2018
HVN,0.1046,39207363.50,01/03/2018
PEPECASH,0.05558,39013015.10,01/03/2018
LKK,0.142,38772490.66,01/03/2018
NMC,2.62,38588521.12,01/03/2018
DMD,14.43,38548134.41,01/03/2018
NET,3.65,38324207.43,01/03/2018
PRE,0.2454,38039288.37,01/03/2018
SIB,2.31,38025283.77,01/03/2018
SBD,3.79,37623246.13,01/03/2018
EVX,2.28,37553996.44,01/03/2018
SFT,0.02405,37112662.86,01/03/2018
CAPP,0.1121,37087957.28,01/03/2018
POT,0.1678,36830776.15,01/03/2018
DAT,0.04368,36312186.22,01/03/2018
BITCNY,0.1595,35612631.74,01/03/2018
SXDT,0.4319,35446776.88,01/03/2018
MER,0.3542,35424193.74,01/03/2018
COLX,0.003237,34717015.83,01/03/2018
RVR,0.164,34433379.47,01/03/2018
ZPT,0.1464,34344339.62,01/03/2018
UNO,169.71,33650566.77,01/03/2018
GRID,0.8521,33432401.91,01/03/2018
NLC2,0.1625,33416036.19,01/03/2018
AMP,0.4038,33212449.61,01/03/2018
SOC,0.07549,33210566.10,01/03/2018
ZSC,0.02852,32887293.07,01/03/2018
INT,0.2162,32424357.53,01/03/2018
YOYOW,0.132,32268577.32,01/03/2018
XWC,0.1284,31929536.18,01/03/2018
DIME,0.00005919,31909963.10,01/03/2018
FLASH,0.03543,31888270.01,01/03/2018
DNA,0.5125,31858504.99,01/03/2018
MTH,0.1463,31749516.86,01/03/2018
CHSB,0.05506,31707332.44,01/03/2018
ARN,2.42,31425615.79,01/03/2018
CFI,0.09602,31205479.99,01/03/2018
TSL,0.05233,30455589.90,01/03/2018
QBT,0.4652,30403969.98,01/03/2018
XEL,0.3392,30378047.26,01/03/2018
TRST,0.3282,30246553.73,01/03/2018
SOAR,0.03061,30245869.09,01/03/2018
IOC,1.83,30241320.91,01/03/2018
DLT,0.3504,30125411.06,01/03/2018
NMR,23.36,30115286.03,01/03/2018
ART,0.9948,29993009.09,01/03/2018
SWFTC,0.01694,29651974.79,01/03/2018
TAU,0.2074,29497598.92,01/03/2018
BPT,0.5646,29347024.82,01/03/2018
GUP,0.3903,29272980.99,01/03/2018
BCC,3.13,28987403.33,01/03/2018
MOON,0.0001296,28986862.25,01/03/2018
LEO,0.2892,28573311.46,01/03/2018
AIT,0.05357,28554009.32,01/03/2018
THC,0.1235,28470723.61,01/03/2018
CAN,0.7567,28378109.12,01/03/2018
KEY,0.01499,28254062.82,01/03/2018
SWM,0.5476,27992148.75,01/03/2018
BLK,0.3624,27795484.51,01/03/2018
BLT,0.6956,27474948.46,01/03/2018
1ST,0.3199,27370893.29,01/03/2018
OCN,0.01355,27103038.50,01/03/2018
ECA,0.001159,27101879.04,01/03/2018
VRC,0.8744,26959594.10,01/03/2018
UQC,2.68,26770701.41,01/03/2018
XSPEC,1.28,26701773.99,01/03/2018
QUN,0.05696,26337991.84,01/03/2018
PASC,1.43,26188802.19,01/03/2018
MSP,0.1866,26128520.67,01/03/2018
GRC,0.0663,25879415.33,01/03/2018
GTC,0.08548,25645279.88,01/03/2018
DADI,0.3528,25132617.29,01/03/2018
NYC,0.00019,25110983.94,01/03/2018
MOT,0.6794,25055546.31,01/03/2018
POSW,0.5681,25052028.70,01/03/2018
MDA,1.28,25049112.70,01/03/2018
TIO,0.2955,24903776.92,01/03/2018
FAIR,0.4645,24707837.72,01/03/2018
COV,1.40,24575714.77,01/03/2018
XLQ,0.8484,24440343.35,01/03/2018
TIX,0.5985,23940668.11,01/03/2018
LA,0.3057,23792339.60,01/03/2018
SNC,0.2067,23741497.77,01/03/2018
CV,0.00451,23694684.73,01/03/2018
IPL,0.1178,23671701.37,01/03/2018
PRO,1.38,23018370.13,01/03/2018
RADS,6.63,22926389.74,01/03/2018
EXP,2.87,22675522.87,01/03/2018
RVT,0.8527,22378013.40,01/03/2018
CAT,0.04449,22308459.59,01/03/2018
AURA,0.2173,22141981.73,01/03/2018
WCT,2.22,22099257.24,01/03/2018
OAX,0.8807,22026458.32,01/03/2018
OMNI,39.23,21997875.63,01/03/2018
MUSIC,0.03356,21748159.82,01/03/2018
PPY,5.45,21583916.02,01/03/2018
BMC,1.02,21480377.55,01/03/2018
BDG,0.0608,21284957.48,01/03/2018
ZOI,1.23,21068794.60,01/03/2018
KICK,0.06545,21019795.06,01/03/2018
HAC,0.0645,20917694.60,01/03/2018
PHR,3.02,20826383.37,01/03/2018
BOT,0.5205,20821485.52,01/03/2018
NEU,0.7246,20816410.62,01/03/2018
SNOV,0.05067,20520346.99,01/03/2018
HBT,1.52,20479616.19,01/03/2018
DRT,0.03457,20450969.51,01/03/2018
XPM,0.9013,20450283.52,01/03/2018
SAI,0.9995,20440560.50,01/03/2018
OK,0.2754,20336603.36,01/03/2018
MUE,0.1599,20111650.42,01/03/2018
RBY,0.7833,19863906.74,01/03/2018
HDG,5.34,19804416.72,01/03/2018
XSH,0.04093,19718483.74,01/03/2018
ORMEUS,1.16,19711376.71,01/03/2018
EDC,0.02214,19624845.31,01/03/2018
ENRG,0.1612,19619142.14,01/03/2018
EVR,0.4051,19616444.40,01/03/2018
BSD,1.07,19537568.53,01/03/2018
ALIS,0.5045,19441126.93,01/03/2018
DTB,0.8273,18819233.77,01/03/2018
UNIT,1.43,18737736.22,01/03/2018
XMY,0.01191,18544631.33,01/03/2018
WRC,0.1045,18293676.24,01/03/2018
SLR,0.4573,18100120.83,01/03/2018
SWT,2.19,17830125.15,01/03/2018
AIR,0.01693,17772980.50,01/03/2018
TGT,0.01859,17702667.79,01/03/2018
LUX,14.98,17698439.69,01/03/2018
DICE,2.52,17642803.57,01/03/2018
QAU,0.2325,17547629.46,01/03/2018
ICOS,29.85,17444854.57,01/03/2018
ATB,0.4245,17416525.60,01/03/2018
DONU,4.68,17352264.72,01/03/2018
GOLOS,0.1392,17327318.78,01/03/2018
PUT,0.8278,17320699.25,01/03/2018
CLAM,5.92,17131883.33,01/03/2018
OTN,4.73,17009661.28,01/03/2018
OXY[OLD],0.1764,16952312.47,01/03/2018
PRG,0.2602,16897376.85,01/03/2018
RNT,0.09088,16858561.61,01/03/2018
PLBT,4.36,16666086.78,01/03/2018
SYNX,0.8702,16658360.75,01/03/2018
IXT,0.4654,16650470.91,01/03/2018
PST,0.3251,16642698.67,01/03/2018
GAM,13.86,16640620.62,01/03/2018
STX,0.3927,16509238.65,01/03/2018
PARETO,0.05408,16458826.47,01/03/2018
TIE,0.4117,16416971.37,01/03/2018
HKN,4.23,16267945.38,01/03/2018
BIS,2.01,16100748.45,01/03/2018
CSNO,0.2296,16069652.89,01/03/2018
OCT,0.5351,16053866.74,01/03/2018
XTO,0.4857,15932897.51,01/03/2018
GET,1.53,15929268.70,01/03/2018
PZM,1.06,15913698.42,01/03/2018
TOA,0.008221,15758709.59,01/03/2018
FLO,0.1099,15651870.62,01/03/2018
NTRN,0.4567,15645286.39,01/03/2018
AUR,1.80,15598893.43,01/03/2018
PRA,0.3146,15574352.67,01/03/2018
BBR,1.39,15545414.65,01/03/2018
LMC,0.06767,15367027.98,01/03/2018
AXPR,0.05955,15264737.86,01/03/2018
BITUSD,1.03,15177581.08,01/03/2018
RMC,10050.11,15145516.30,01/03/2018
DBET,0.1401,15123724.78,01/03/2018
COFI,0.08796,14995108.09,01/03/2018
XAUR,0.1173,14917297.33,01/03/2018
DIVX,2.89,14842606.31,01/03/2018
SPF,0.2897,14804464.26,01/03/2018
INCNT,0.3206,14751111.12,01/03/2018
HOT,0.0641,14703689.50,01/03/2018
DBIX,6.84,14703345.50,01/03/2018
FLDC,0.02548,14640376.62,01/03/2018
NXC,0.2155,14338551.51,01/03/2018
XLR,13.57,14272125.92,01/03/2018
MYB,5.08,14226295.34,01/03/2018
ECN,40.34,14133266.77,01/03/2018
PTOY,0.2018,14124897.72,01/03/2018
IFT,0.07356,14078244.71,01/03/2018
DRP,1.74,14064921.92,01/03/2018
ESP,0.0006585,13968395.88,01/03/2018
COVAL,0.01388,13883305.71,01/03/2018
HORSE,0.1378,13829590.75,01/03/2018
BLUE,0.3769,13812561.66,01/03/2018
BQ,0.00474,13809183.16,01/03/2018
TIME,19.37,13752621.13,01/03/2018
KLC,0.06998,13737741.37,01/03/2018
CXO,0.1057,13639086.11,01/03/2018
XUC,6.71,13419651.03,01/03/2018
GCR,0.1289,13392023.55,01/03/2018
BNTY,0.1087,13382467.29,01/03/2018
NIO,0.2011,13241048.82,01/03/2018
GBX,14.84,13101411.82,01/03/2018
XRL,0.1784,13054887.36,01/03/2018
STAR,0.06956,13042084.87,01/03/2018
LOC,1.40,12977716.67,01/03/2018
EBTC,0.6854,12952059.92,01/03/2018
PINK,0.03381,12913146.50,01/03/2018
DYN,2.65,12728815.20,01/03/2018
EAC,0.001081,12722220.64,01/03/2018
NVST,0.8418,12627526.22,01/03/2018
MYST,0.6479,12588181.47,01/03/2018
VOISE,0.02523,12586615.58,01/03/2018
MEET,0.06321,12322002.06,01/03/2018
IOP,3.73,12281331.93,01/03/2018
AVT,2.04,12210893.15,01/03/2018
TCC,0.07401,12205800.33,01/03/2018
LOCI,0.3313,12097800.88,01/03/2018
PKT,0.8826,12030895.93,01/03/2018
MRX,0.001404,11874519.70,01/03/2018
PGL,0.1841,11873834.05,01/03/2018
KRM,0.01178,11848397.39,01/03/2018
ECOB,0.02656,11806276.11,01/03/2018
PLU,13.86,11781355.13,01/03/2018
POLL,1.67,11717062.19,01/03/2018
REBL,0.0695,11672867.85,01/03/2018
SPHR,3.78,11664254.42,01/03/2018
CURE,0.4814,11482445.34,01/03/2018
POLIS,10.83,11432327.32,01/03/2018
CREDO,0.02077,11421415.74,01/03/2018
HGT,0.04332,11395833.20,01/03/2018
XST,0.403,11377261.33,01/03/2018
MDT,0.09186,11302912.28,01/03/2018
PND,0.0003413,11096097.97,01/03/2018
ELIX,0.3535,11082648.28,01/03/2018
PIRL,0.985,11045028.44,01/03/2018
BCY,0.4745,10999436.16,01/03/2018
ZLA,0.2942,10963918.78,01/03/2018
BTCZ,0.008661,10731226.02,01/03/2018
ATMOS,0.1068,10725033.89,01/03/2018
PFR,0.1401,10656583.71,01/03/2018
NVC,5.32,10641552.33,01/03/2018
CAT,1.43,10512458.52,01/03/2018
SEQ,0.2262,10274936.94,01/03/2018
OBITS,0.6527,10230697.51,01/03/2018
HEAT,0.3095,10103573.73,01/03/2018
USNBT,1.00,10060612.58,01/03/2018
SXUT,0.4065,9971937.24,01/03/2018
PIX,0.07331,9920478.60,01/03/2018
AID,0.2967,9912241.93,01/03/2018
LEV,0.08334,9841322.26,01/03/2018
CXP,0.1277,9619129.63,01/03/2018
GAT,0.01804,9557799.21,01/03/2018
ABY,0.01201,9522295.19,01/03/2018
CAG,0.2512,9321804.14,01/03/2018
CPAY,0.1391,9213390.34,01/03/2018
RMT,0.0184,9202405.81,01/03/2018
B2B,0.5551,9181444.03,01/03/2018
CHIPS,0.4377,9129186.36,01/03/2018
XNN,0.02984,8950857.82,01/03/2018
ARY,0.1289,8819383.73,01/03/2018
FLIXX,0.1153,8673709.91,01/03/2018
EVE,0.1371,8625459.36,01/03/2018
XVC,0.5495,8461029.23,01/03/2018
RC,1.00,8407476.01,01/03/2018
HYP,0.007253,8353484.36,01/03/2018
EKO,0.06038,8348499.26,01/03/2018
PLAY,0.06972,8300610.22,01/03/2018
CVN,0.8433,8295763.86,01/03/2018
SUMO,2.92,8251512.03,01/03/2018
ING,0.206,8241041.30,01/03/2018
DOPE,0.0703,8214108.72,01/03/2018
1337,0.0003195,8184607.58,01/03/2018
SCL,0.4759,7954478.82,01/03/2018
FRD,0.05794,7896656.66,01/03/2018
EVC,0.2517,7865736.56,01/03/2018
ERO,0.04198,7840403.28,01/03/2018
TX,1.23,7812033.90,01/03/2018
VIU,0.01162,7741909.35,01/03/2018
AC,0.005685,7691147.94,01/03/2018
XBC,72.31,7682958.77,01/03/2018
VTR,0.7088,7666505.69,01/03/2018
MONK,12.97,7663667.69,01/03/2018
QWARK,0.1487,7648251.33,01/03/2018
WILD,0.3137,7644846.79,01/03/2018
AIX,0.4271,7626478.76,01/03/2018
ADB,0.02014,7616247.18,01/03/2018
MEME,0.35,7597363.35,01/03/2018
INXT,12.05,7586185.06,01/03/2018
BRX,1.20,7537051.54,01/03/2018
GLC,0.1812,7403168.31,01/03/2018
PBL,0.3976,7389119.38,01/03/2018
KORE,3.63,7340427.15,01/03/2018
GMT,0.0426,7319802.11,01/03/2018
APX,10.37,7289244.17,01/03/2018
SNRG,2.11,7282453.35,01/03/2018
PTC,0.0544,7231519.13,01/03/2018
VRM,4.75,7204806.44,01/03/2018
DOV,0.1129,7204523.47,01/03/2018
FLIK,0.1182,7104171.40,01/03/2018
XMCC,2.27,7088229.03,01/03/2018
ZRC,1.86,7074139.44,01/03/2018
BTM,0.8452,7031066.58,01/03/2018
VTA,0.001337,6955505.82,01/03/2018
TFL,1.10,6901640.90,01/03/2018
CRED,0.5522,6828521.76,01/03/2018
BON,0.6011,6786307.54,01/03/2018
ERC,0.6756,6768149.65,01/03/2018
BPL,0.3002,6692302.55,01/03/2018
BET,0.04,6690117.95,01/03/2018
BELA,0.1658,6677057.25,01/03/2018
EXCL,1.48,6636918.32,01/03/2018
D,2.79,6625438.75,01/03/2018
DOT,0.02314,6604260.50,01/03/2018
TIPS,0.00001484,6577787.30,01/03/2018
2GIVE,0.01257,6528430.34,01/03/2018
LCT,2.99,6467374.67,01/03/2018
ADS,0.3313,6420693.99,01/03/2018
SPRTS,0.000001824,6274917.51,01/03/2018
LIFE,0.0004526,6269737.41,01/03/2018
BWK,2.04,6266976.64,01/03/2018
UFO,0.001749,6242209.90,01/03/2018
BUZZ,0.0003396,6238845.65,01/03/2018
ATL,0.467,6175682.61,01/03/2018
EMV,0.9165,6018225.52,01/03/2018
ETT,0.09676,6011749.39,01/03/2018
RIC,0.1432,6010334.46,01/03/2018
CRB,0.3613,5983116.62,01/03/2018
HUSH,1.78,5924318.46,01/03/2018
WISH,0.3139,5908767.62,01/03/2018
STA,1.14,5906630.61,01/03/2018
PBT,4714.70,5893375.24,01/03/2018
BTDX,0.302,5867396.63,01/03/2018
REAL,0.582,5852406.55,01/03/2018
TKS,3.82,5822421.34,01/03/2018
HAT,3.86,5766947.00,01/03/2018
MCAP,0.5496,5765008.93,01/03/2018
BLITZ,1.39,5735185.96,01/03/2018
DGPT,4.04,5670296.23,01/03/2018
CANN,0.07315,5649760.97,01/03/2018
TES,0.07576,5647937.86,01/03/2018
ODN,0.2226,5565269.66,01/03/2018
MTNC,0.1139,5553153.38,01/03/2018
BRK,0.2953,5511464.55,01/03/2018
KRB,1.01,5477600.97,01/03/2018
XPA,0.09565,5469089.10,01/03/2018
YOC,0.04892,5444725.75,01/03/2018
ADC,0.006341,5429310.28,01/03/2018
HUC,0.2504,5405074.73,01/03/2018
GCN,0.00003493,5322170.27,01/03/2018
MNTP,3.09,5298085.89,01/03/2018
TRCT,0.2809,5279000.46,01/03/2018
SSS,0.002333,5234552.67,01/03/2018
FYP,0.2952,5206178.34,01/03/2018
MAZA,0.004919,5191540.72,01/03/2018
UFR,0.3213,5167849.24,01/03/2018
VSL,0.153,5109518.01,01/03/2018
SEND,0.1569,5031999.94,01/03/2018
BBT,0.3881,5025580.60,01/03/2018
CREA,0.3693,5008991.65,01/03/2018
ZER,1.86,4984173.82,01/03/2018
PDC,0.09937,4968474.43,01/03/2018
ALT,40.29,4963163.03,01/03/2018
SPR,0.5123,4947770.11,01/03/2018
TRC,0.2181,4874869.13,01/03/2018
JC,0.0003282,4863641.78,01/03/2018
BUN,0.00004727,4855325.23,01/03/2018
EGC,0.3562,4745139.10,01/03/2018
XGOX,0.003078,4713945.59,01/03/2018
SXC,0.03735,4713204.70,01/03/2018
PRIX,3.97,4695473.94,01/03/2018
HWC,4.92,4682676.86,01/03/2018
ZNY,0.06147,4648191.06,01/03/2018
REX,0.5357,4639177.96,01/03/2018
NOTE,0.03507,4637500.54,01/03/2018
BITS,1.19,4636416.39,01/03/2018
VSX,0.02785,4633958.12,01/03/2018
IXC,0.2184,4586281.58,01/03/2018
OPT,0.03271,4582495.66,01/03/2018
FOR,0.03936,4549987.02,01/03/2018
DFT,1.60,4478411.29,01/03/2018
GOOD,0.009784,4474670.66,01/03/2018
ZEIT,0.0001195,4419213.94,01/03/2018
CL,0.06223,4397252.89,01/03/2018
TRUST,0.1368,4388035.47,01/03/2018
SMS,41.41,4337680.44,01/03/2018
INN,2.09,4310219.97,01/03/2018
TZC,0.04526,4232558.08,01/03/2018
PUT,0.01185,4178511.20,01/03/2018
UNY,0.02066,4173518.65,01/03/2018
BLU,0.007204,4140048.17,01/03/2018
START,0.09153,4126193.82,01/03/2018
ERG,10.30,4092233.65,01/03/2018
BASH,0.005694,4076204.80,01/03/2018
AMM,0.3933,4006520.03,01/03/2018
EFL,0.2448,4003967.33,01/03/2018
XMG,0.5135,3984477.59,01/03/2018
HOLD,0.02591,3961722.12,01/03/2018
REC,0.3092,3956945.12,01/03/2018
IND,0.08467,3937848.92,01/03/2018
IC,11.64,3914140.19,01/03/2018
CHC,0.2613,3871809.47,01/03/2018
RUP,0.1689,3870463.38,01/03/2018
GRE,0.0009997,3837770.95,01/03/2018
MXT,1.31,3813396.96,01/03/2018
CBX,3.72,3753892.70,01/03/2018
AHT,0.4685,3748273.85,01/03/2018
QVT,0.5533,3724985.37,01/03/2018
ANC,1.75,3690877.93,01/03/2018
MAG,0.2069,3602292.11,01/03/2018
CC,0.01011,3583603.93,01/03/2018
ZEPH,0.02834,3570071.06,01/03/2018
PKB,0.7463,3555477.67,01/03/2018
EBST,0.2934,3520893.93,01/03/2018
MRJA,0.34,3505357.96,01/03/2018
NSR,0.00126,3500811.50,01/03/2018
ETBS,2.49,3462487.50,01/03/2018
CARBON,0.0002199,3384557.66,01/03/2018
RAIN,0.02341,3341066.51,01/03/2018
IFLT,0.00008372,3325482.21,01/03/2018
GJC,0.2465,3315054.54,01/03/2018
LTHN,0.008733,3310307.53,01/03/2018
BDL,0.01881,3302927.10,01/03/2018
LDOGE,0.0002204,3296080.97,01/03/2018
YASH,0.328,3279621.35,01/03/2018
JUP,0.241,3277126.03,01/03/2018
ELLA,0.6193,3269838.66,01/03/2018
QRK,0.01284,3269497.56,01/03/2018
ADZ,0.07376,3203836.46,01/03/2018
FIMK,0.005466,3153831.31,01/03/2018
SLT,0.6034,3077694.93,01/03/2018
PYLNT,8.96,3050165.79,01/03/2018
STU,0.06333,3042464.60,01/03/2018
EQT,0.2958,3032279.65,01/03/2018
GCC,0.005138,3010527.54,01/03/2018
PIPL,0.03598,3002558.26,01/03/2018
CRC,2.27,2994730.93,01/03/2018
UNB,1.31,2988496.46,01/03/2018
NKA,0.0002186,2939014.58,01/03/2018
OCL,0.06259,2910387.68,01/03/2018
GXX,1.89,2904551.04,01/03/2018
MAGE,0.3945,2885496.36,01/03/2018
PROC,0.02942,2857934.29,01/03/2018
PING,0.286,2846168.57,01/03/2018
OPC,0.01946,2778075.54,01/03/2018
WTT,0.9564,2773616.80,01/03/2018
ONG,0.2023,2764183.33,01/03/2018
PURE,0.7986,2719428.34,01/03/2018
SMLY,0.0001041,2702301.27,01/03/2018
ELTCOIN,0.02978,2680200.38,01/03/2018
MBRS,0.05324,2661877.87,01/03/2018
FYN,3.13,2660585.42,01/03/2018
STAK,1.26,2632239.69,01/03/2018
ACC,8.96,2587697.66,01/03/2018
FANS,0.5549,2547467.10,01/03/2018
AI,0.8536,2528487.29,01/03/2018
CRM,0.05586,2516727.90,01/03/2018
DAY,3.90,2440293.68,01/03/2018
PLC,0.0004628,2393872.72,01/03/2018
LINX,0.1257,2318995.93,01/03/2018
KEK,0.2184,2305628.04,01/03/2018
LEAF,0.0001093,2304442.61,01/03/2018
UNIFY,0.129,2303288.79,01/03/2018
ITT,0.2349,2301813.90,01/03/2018
ARC,0.09117,2247145.78,01/03/2018
DP,0.1198,2240230.44,01/03/2018
CDN,0.02292,2233035.67,01/03/2018
INPAY,0.2229,2228981.11,01/03/2018
V,0.004556,2203894.14,01/03/2018
42,52456.37,2203166.06,01/03/2018
AU,7.28,2167350.58,01/03/2018
SKIN,0.02449,2159279.96,01/03/2018
GRWI,1.83,2152121.11,01/03/2018
MRT,0.2145,2144861.52,01/03/2018
PHO,0.00009872,2143392.52,01/03/2018
FST,0.01312,2058403.55,01/03/2018
ICOO,4.42,2057322.21,01/03/2018
RNS,0.06123,2042552.51,01/03/2018
NOBL,0.0008745,2030898.94,01/03/2018
DCY,0.001312,1970413.02,01/03/2018
SDC,0.2897,1939520.06,01/03/2018
MOIN,0.2572,1916488.77,01/03/2018
FLT,0.004373,1908465.64,01/03/2018
FJC,0.001449,1899408.14,01/03/2018
NDC,0.04608,1889556.97,01/03/2018
BYC,0.9326,1883052.84,01/03/2018
RIYA,1.19,1877399.52,01/03/2018
SKC,0.1418,1872182.31,01/03/2018
ORB,0.5811,1833185.77,01/03/2018
UNI,0.1068,1782833.19,01/03/2018
XPD,0.02735,1750209.82,01/03/2018
MAX,0.02842,1746444.37,01/03/2018
UIS,0.03717,1738932.72,01/03/2018
CDX,0.05317,1730634.97,01/03/2018
ZENI,0.001728,1729004.60,01/03/2018
ARCT,0.01995,1714388.74,01/03/2018
BTA,0.3361,1681172.98,01/03/2018
WDC,0.01405,1657985.60,01/03/2018
MAC,0.08015,1650284.77,01/03/2018
BTCS,0.09718,1629898.50,01/03/2018
INSN,0.0882,1622889.19,01/03/2018
MORE,0.8092,1618331.07,01/03/2018
BBP,0.003679,1610300.93,01/03/2018
EPY,0.2087,1599877.33,01/03/2018
ZET,0.009513,1594901.76,01/03/2018
VIVO,1.15,1580083.65,01/03/2018
ERA,0.005342,1568247.63,01/03/2018
FUCK,0.03039,1561669.10,01/03/2018
SHORTY,0.01541,1541374.91,01/03/2018
LOG,0.1906,1531905.49,01/03/2018
STRC,0.3393,1526944.98,01/03/2018
XCPO,0.09691,1525972.55,01/03/2018
JET,0.2228,1520202.07,01/03/2018
POP,0.0004385,1500651.57,01/03/2018
NET,0.001858,1462792.57,01/03/2018
BPC,0.01945,1459022.52,01/03/2018
ABJC,0.1749,1445645.59,01/03/2018
BTB,39.09,1424348.43,01/03/2018
KLN,2.00,1404142.17,01/03/2018
GUN,0.006887,1399996.60,01/03/2018
KOBO,0.05654,1396512.19,01/03/2018
WAND,0.1137,1391913.69,01/03/2018
FCN,0.1968,1374310.55,01/03/2018
RLT,0.1329,1358161.39,01/03/2018
SCORE,0.0325,1356338.87,01/03/2018
BRO,0.2192,1348279.78,01/03/2018
PIGGY,0.002733,1337570.40,01/03/2018
I0C,0.06351,1333084.86,01/03/2018
RUPX,0.1896,1329907.65,01/03/2018
SUR,5.96,1319847.48,01/03/2018
HODL,0.00798,1311484.13,01/03/2018
CCRB,0.3603,1283260.88,01/03/2018
BRIT,0.06022,1280815.52,01/03/2018
XPTX,2.06,1271655.73,01/03/2018
KBR,0.0111,1270306.45,01/03/2018
LNK,76.11,1249411.91,01/03/2018
USC,0.1207,1248340.86,01/03/2018
DGC,0.04408,1246316.42,01/03/2018
ECASH,0.08835,1245771.53,01/03/2018
SGR,0.3556,1244666.44,01/03/2018
FRST,0.6454,1206875.08,01/03/2018
ITI,37.70,1206418.58,01/03/2018
HTC,0.0001093,1202088.58,01/03/2018
GRIM,0.01557,1194898.33,01/03/2018
EBET,0.1391,1182830.15,01/03/2018
XLC,0.1063,1154819.50,01/03/2018
ARI,0.00481,1117991.86,01/03/2018
SCT,0.2642,1100662.95,01/03/2018
TROLL,0.001898,1081838.21,01/03/2018
MEC,0.029,1069106.09,01/03/2018
EL,0.09513,1066260.72,01/03/2018
ATS,0.01326,1061130.24,01/03/2018
LANA,0.001202,1054417.12,01/03/2018
MBI,0.06195,1042148.85,01/03/2018
HPAY,0.07647,1040577.84,01/03/2018
DEM,0.02948,1039931.81,01/03/2018
Q2C,0.004154,1032127.48,01/03/2018
ELE,0.03935,1023840.66,01/03/2018
ACE,0.2651,1020801.79,01/03/2018
BITS,0.04416,1019298.52,01/03/2018
CPC,0.5115,1017837.09,01/03/2018
NYAN,0.00317,1010877.10,01/03/2018
UNIC,0.3332,995876.09,01/03/2018
DTC,0.0328,991566.41,01/03/2018
TIT,0.01959,977692.30,01/03/2018
SMC,0.04051,973179.45,01/03/2018
HBN,0.01498,960762.18,01/03/2018
XCN,0.002405,953781.29,01/03/2018
CJ,0.002291,931601.30,01/03/2018
GAIA,0.03815,919510.11,01/03/2018
HERO,192.28,917731.39,01/03/2018
BTWTY,894010.06,908314.22,01/03/2018
TRUMP,0.1376,907637.98,01/03/2018
EBCH,0.09769,907090.75,01/03/2018
VIP,0.000714,899522.82,01/03/2018
ERC20,0.0005686,895384.29,01/03/2018
OPAL,0.05884,891229.96,01/03/2018
CNT,0.01186,876409.63,01/03/2018
TRI,8.20,868091.24,01/03/2018
HAL,0.1546,863115.18,01/03/2018
EQL,0.003236,862633.87,01/03/2018
RBT,0.004338,857131.98,01/03/2018
DFS,0.04947,848174.17,01/03/2018
CFT,0.01837,844804.63,01/03/2018
FC2,0.008199,833679.22,01/03/2018
NETKO,0.1709,833065.33,01/03/2018
VISIO,0.01586,808404.81,01/03/2018
TALK,0.01224,799388.86,01/03/2018
UTC,0.01738,797155.01,01/03/2018
BTCRED,0.03816,784280.13,01/03/2018
HBC,0.1557,778648.78,01/03/2018
XBL,0.2374,775844.66,01/03/2018
CV2,0.000328,773579.62,01/03/2018
WGO,0.08114,771150.97,01/03/2018
BXT,1.32,765329.50,01/03/2018
MNE,0.336,763287.33,01/03/2018
RKC,0.2824,762575.71,01/03/2018
PCOIN,0.3301,756476.69,01/03/2018
XPY,0.06365,755359.41,01/03/2018
MANNA,0.01727,754327.63,01/03/2018
ARG,0.08297,751750.33,01/03/2018
MOJO,0.06113,744132.67,01/03/2018
AMS,0.01478,741910.42,01/03/2018
VIDZ,0.0059,739212.24,01/03/2018
BLZ,0.001202,731784.79,01/03/2018
INFX,0.437,731267.52,01/03/2018
ENT,0.1757,728188.90,01/03/2018
IETH,0.03994,718241.40,01/03/2018
BITZ,0.3606,717990.87,01/03/2018
OTX,0.08399,713898.94,01/03/2018
GRLC,0.1722,713728.48,01/03/2018
TOKC,0.005704,708238.85,01/03/2018
PAK,0.01424,708233.90,01/03/2018
BLC,0.04637,701283.23,01/03/2018
BIGUP,0.0003277,700452.44,01/03/2018
ETG,0.05753,690393.49,01/03/2018
STN,0.2996,677441.70,01/03/2018
DRXNE,0.009948,676493.42,01/03/2018
XHI,0.003498,663693.59,01/03/2018
SLG,0.157,663626.65,01/03/2018
VAL,0.0001078,658247.45,01/03/2018
CTX,0.01647,657730.40,01/03/2018
TKR,0.05217,653656.09,01/03/2018
SRC,0.07653,650227.14,01/03/2018
BTCR,0.003826,648902.59,01/03/2018
MNM,0.0687,648264.14,01/03/2018
GLS,0.2298,647321.33,01/03/2018
TGC,0.01476,642509.33,01/03/2018
XJO,0.01827,641918.02,01/03/2018
GAP,0.05083,641478.57,01/03/2018
SIGT,0.005903,637378.12,01/03/2018
CRX,0.008604,634389.30,01/03/2018
BUCKS,1.74,633717.29,01/03/2018
TSE,0.007008,633669.45,01/03/2018
FLY,2.98,628244.83,01/03/2018
DDF,0.1223,625764.77,01/03/2018
VUC,0.01006,620752.88,01/03/2018
SAC,0.08745,613698.50,01/03/2018
DSR,0.5917,599155.30,01/03/2018
FUNC,0.1024,598833.45,01/03/2018
BTG,9.90,596197.78,01/03/2018
B@,0.05792,596090.21,01/03/2018
TRK,0.003415,590641.87,01/03/2018
WAY,0.005903,590554.09,01/03/2018
PXC,0.009073,585367.17,01/03/2018
